ConsumerNodeID,ResourceNodeID,ConsumerSpeciesID,ResourceSpeciesID,ConsumerSpecies.StageID,ResourceSpecies.StageID,LinkTypeID,LinkType,LinkEvidence,LinkEvidenceNotes,LinkFrequency,LinkN,DietFraction,ConsumptionRate,VectorFrom,PreyFrom
69,30,69,30,1,1,1,Predation,,,,,,,,
69,31,69,31,1,1,1,Predation,,,,,,,,
69,33,69,33,1,1,1,Predation,,,,,,,,
69,34,69,34,1,1,1,Predation,,,,,,,,
69,35,69,35,1,1,1,Predation,,,,,,,,
69,36,69,36,1,1,1,Predation,,,,,,,,
69,37,69,37,1,1,1,Predation,,,,,,,,
69,49,69,49,1,1,1,Predation,,,,,,,,
69,50,69,50,1,1,1,Predation,,,,,,,,
69,53,69,53,1,1,1,Predation,,,,,,,,
69,54,69,54,1,1,1,Predation,,,,,,,,
69,71,69,71,1,1,1,Predation,,,,,,,,
69,73,69,73,1,1,1,Predation,,,,,,,,
69,82,69,82,1,1,1,Predation,,,,,,,,
69,83,69,83,1,1,1,Predation,,,,,,,,
69,84,69,84,1,1,1,Predation,,,,,,,,
69,85,69,85,1,1,1,Predation,,,,,,,,
69,86,69,86,1,1,1,Predation,,,,,,,,
69,87,69,87,1,1,1,Predation,,,,,,,,
69,88,69,88,1,1,1,Predation,,,,,,,,
70,1,70,1,1,1,1,Predation,,,,,,,,
70,2,70,2,1,1,1,Predation,,,,,,,,
70,5,70,5,1,1,1,Predation,,,,,,,,
70,6,70,6,1,1,1,Predation,,,,,,,,
70,19,70,19,1,1,1,Predation,,,,,,,,
70,20,70,20,1,1,1,Predation,,,,,,,,
70,21,70,21,1,1,1,Predation,,,,,,,,
70,23,70,23,1,1,1,Predation,,,,,,,,
70,30,70,30,1,1,1,Predation,,,,,,,,
70,31,70,31,1,1,1,Predation,,,,,,,,
70,33,70,33,1,1,1,Predation,,,,,,,,
70,34,70,34,1,1,1,Predation,,,,,,,,
70,35,70,35,1,1,1,Predation,,,,,,,,
70,36,70,36,1,1,1,Predation,,,,,,,,
70,37,70,37,1,1,1,Predation,,,,,,,,
70,49,70,49,1,1,1,Predation,,,,,,,,
70,50,70,50,1,1,1,Predation,,,,,,,,
70,53,70,53,1,1,1,Predation,,,,,,,,
70,54,70,54,1,1,1,Predation,,,,,,,,
70,71,70,71,1,1,1,Predation,,,,,,,,
70,73,70,73,1,1,1,Predation,,,,,,,,
70,82,70,82,1,1,1,Predation,,,,,,,,
70,83,70,83,1,1,1,Predation,,,,,,,,
70,84,70,84,1,1,1,Predation,,,,,,,,
70,85,70,85,1,1,1,Predation,,,,,,,,
70,86,70,86,1,1,1,Predation,,,,,,,,
70,87,70,87,1,1,1,Predation,,,,,,,,
70,88,70,88,1,1,1,Predation,,,,,,,,
71,5,71,5,1,1,1,Predation,,,,,,,,
71,12,71,12,1,1,1,Predation,,,,,,,,
71,13,71,13,1,1,1,Predation,,,,,,,,
71,16,71,16,1,1,1,Predation,,,,,,,,
71,20,71,20,1,1,1,Predation,,,,,,,,
71,21,71,21,1,1,1,Predation,,,,,,,,
71,30,71,30,1,1,1,Predation,,,,,,,,
71,31,71,31,1,1,1,Predation,,,,,,,,
71,32,71,32,1,1,1,Predation,,,,,,,,
71,33,71,33,1,1,1,Predation,,,,,,,,
71,34,71,34,1,1,1,Predation,,,,,,,,
71,35,71,35,1,1,1,Predation,,,,,,,,
71,36,71,36,1,1,1,Predation,,,,,,,,
71,37,71,37,1,1,1,Predation,,,,,,,,
71,61,71,61,1,1,1,Predation,,,,,,,,
71,73,71,73,1,1,1,Predation,,,,,,,,
71,76,71,76,1,1,1,Predation,,,,,,,,
71,77,71,77,1,1,1,Predation,,,,,,,,
71,78,71,78,1,1,1,Predation,,,,,,,,
71,82,71,82,1,1,1,Predation,,,,,,,,
71,86,71,86,1,1,1,Predation,,,,,,,,
72,1,72,1,1,1,1,Predation,,,,,,,,
72,2,72,2,1,1,1,Predation,,,,,,,,
72,5,72,5,1,1,1,Predation,,,,,,,,
72,6,72,6,1,1,1,Predation,,,,,,,,
72,19,72,19,1,1,1,Predation,,,,,,,,
72,20,72,20,1,1,1,Predation,,,,,,,,
72,21,72,21,1,1,1,Predation,,,,,,,,
72,23,72,23,1,1,1,Predation,,,,,,,,
72,30,72,30,1,1,1,Predation,,,,,,,,
72,31,72,31,1,1,1,Predation,,,,,,,,
72,33,72,33,1,1,1,Predation,,,,,,,,
72,34,72,34,1,1,1,Predation,,,,,,,,
72,35,72,35,1,1,1,Predation,,,,,,,,
72,36,72,36,1,1,1,Predation,,,,,,,,
72,37,72,37,1,1,1,Predation,,,,,,,,
72,49,72,49,1,1,1,Predation,,,,,,,,
72,50,72,50,1,1,1,Predation,,,,,,,,
72,53,72,53,1,1,1,Predation,,,,,,,,
72,54,72,54,1,1,1,Predation,,,,,,,,
72,71,72,71,1,1,1,Predation,,,,,,,,
72,73,72,73,1,1,1,Predation,,,,,,,,
72,82,72,82,1,1,1,Predation,,,,,,,,
72,83,72,83,1,1,1,Predation,,,,,,,,
72,84,72,84,1,1,1,Predation,,,,,,,,
72,85,72,85,1,1,1,Predation,,,,,,,,
72,86,72,86,1,1,1,Predation,,,,,,,,
72,87,72,87,1,1,1,Predation,,,,,,,,
72,88,72,88,1,1,1,Predation,,,,,,,,
73,2,73,2,1,1,1,Predation,,,,,,,,
73,6,73,6,1,1,1,Predation,,,,,,,,
74,1,74,1,1,1,1,Predation,,,,,,,,
74,2,74,2,1,1,1,Predation,,,,,,,,
74,5,74,5,1,1,1,Predation,,,,,,,,
74,6,74,6,1,1,1,Predation,,,,,,,,
74,19,74,19,1,1,1,Predation,,,,,,,,
74,20,74,20,1,1,1,Predation,,,,,,,,
74,21,74,21,1,1,1,Predation,,,,,,,,
74,23,74,23,1,1,1,Predation,,,,,,,,
74,30,74,30,1,1,1,Predation,,,,,,,,
74,31,74,31,1,1,1,Predation,,,,,,,,
74,33,74,33,1,1,1,Predation,,,,,,,,
74,34,74,34,1,1,1,Predation,,,,,,,,
74,35,74,35,1,1,1,Predation,,,,,,,,
74,36,74,36,1,1,1,Predation,,,,,,,,
74,37,74,37,1,1,1,Predation,,,,,,,,
74,49,74,49,1,1,1,Predation,,,,,,,,
74,50,74,50,1,1,1,Predation,,,,,,,,
74,53,74,53,1,1,1,Predation,,,,,,,,
74,54,74,54,1,1,1,Predation,,,,,,,,
74,71,74,71,1,1,1,Predation,,,,,,,,
74,73,74,73,1,1,1,Predation,,,,,,,,
74,82,74,82,1,1,1,Predation,,,,,,,,
74,83,74,83,1,1,1,Predation,,,,,,,,
74,84,74,84,1,1,1,Predation,,,,,,,,
74,85,74,85,1,1,1,Predation,,,,,,,,
74,86,74,86,1,1,1,Predation,,,,,,,,
74,87,74,87,1,1,1,Predation,,,,,,,,
74,88,74,88,1,1,1,Predation,,,,,,,,
75,1,75,1,1,1,1,Predation,,,,,,,,
75,2,75,2,1,1,1,Predation,,,,,,,,
75,5,75,5,1,1,1,Predation,,,,,,,,
75,6,75,6,1,1,1,Predation,,,,,,,,
75,19,75,19,1,1,1,Predation,,,,,,,,
75,20,75,20,1,1,1,Predation,,,,,,,,
75,21,75,21,1,1,1,Predation,,,,,,,,
75,23,75,23,1,1,1,Predation,,,,,,,,
75,30,75,30,1,1,1,Predation,,,,,,,,
75,31,75,31,1,1,1,Predation,,,,,,,,
75,33,75,33,1,1,1,Predation,,,,,,,,
75,34,75,34,1,1,1,Predation,,,,,,,,
75,35,75,35,1,1,1,Predation,,,,,,,,
75,36,75,36,1,1,1,Predation,,,,,,,,
75,37,75,37,1,1,1,Predation,,,,,,,,
75,49,75,49,1,1,1,Predation,,,,,,,,
75,50,75,50,1,1,1,Predation,,,,,,,,
75,53,75,53,1,1,1,Predation,,,,,,,,
75,54,75,54,1,1,1,Predation,,,,,,,,
75,71,75,71,1,1,1,Predation,,,,,,,,
75,73,75,73,1,1,1,Predation,,,,,,,,
75,82,75,82,1,1,1,Predation,,,,,,,,
75,83,75,83,1,1,1,Predation,,,,,,,,
75,84,75,84,1,1,1,Predation,,,,,,,,
75,85,75,85,1,1,1,Predation,,,,,,,,
75,86,75,86,1,1,1,Predation,,,,,,,,
75,87,75,87,1,1,1,Predation,,,,,,,,
75,88,75,88,1,1,1,Predation,,,,,,,,
76,2,76,2,1,1,1,Predation,,,,,,,,
76,6,76,6,1,1,1,Predation,,,,,,,,
77,2,77,2,1,1,1,Predation,,,,,,,,
77,6,77,6,1,1,1,Predation,,,,,,,,
78,2,78,2,1,1,1,Predation,,,,,,,,
78,6,78,6,1,1,1,Predation,,,,,,,,
79,1,79,1,1,1,1,Predation,,,,,,,,
79,2,79,2,1,1,1,Predation,,,,,,,,
79,3,79,3,1,1,1,Predation,,,,,,,,
79,6,79,6,1,1,1,Predation,,,,,,,,
80,1,80,1,1,1,1,Predation,,,,,,,,
80,2,80,2,1,1,1,Predation,,,,,,,,
80,3,80,3,1,1,1,Predation,,,,,,,,
80,6,80,6,1,1,1,Predation,,,,,,,,
81,2,81,2,1,1,1,Predation,,,,,,,,
81,6,81,6,1,1,1,Predation,,,,,,,,
82,1,82,1,1,1,1,Predation,,,,,,,,
82,2,82,2,1,1,1,Predation,,,,,,,,
83,1,83,1,1,1,1,Predation,,,,,,,,
83,2,83,2,1,1,1,Predation,,,,,,,,
84,2,84,2,1,1,1,Predation,,,,,,,,
84,6,84,6,1,1,1,Predation,,,,,,,,
85,2,85,2,1,1,1,Predation,,,,,,,,
85,6,85,6,1,1,1,Predation,,,,,,,,
86,2,86,2,1,1,1,Predation,,,,,,,,
86,6,86,6,1,1,1,Predation,,,,,,,,
87,2,87,2,1,1,1,Predation,,,,,,,,
87,3,87,3,1,1,1,Predation,,,,,,,,
88,5,88,5,1,1,1,Predation,,,,,,,,
89,2,89,2,1,1,1,Predation,,,,,,,,
89,3,89,3,1,1,1,Predation,,,,,,,,
89,5,89,5,1,1,1,Predation,,,,,,,,
89,6,89,6,1,1,1,Predation,,,,,,,,
89,12,89,12,1,1,1,Predation,,,,,,,,
89,13,89,13,1,1,1,Predation,,,,,,,,
89,16,89,16,1,1,1,Predation,,,,,,,,
89,19,89,19,1,1,1,Predation,,,,,,,,
89,20,89,20,1,1,1,Predation,,,,,,,,
89,21,89,21,1,1,1,Predation,,,,,,,,
89,28,89,28,1,1,1,Predation,,,,,,,,
89,61,89,61,1,1,1,Predation,,,,,,,,
89,69,89,69,1,1,1,Predation,,,,,,,,
89,70,89,70,1,1,1,Predation,,,,,,,,
89,71,89,71,1,1,1,Predation,,,,,,,,
89,73,89,73,1,1,1,Predation,,,,,,,,
89,77,89,77,1,1,1,Predation,,,,,,,,
90,2,90,2,1,1,1,Predation,,,,,,,,
90,3,90,3,1,1,1,Predation,,,,,,,,
90,5,90,5,1,1,1,Predation,,,,,,,,
90,6,90,6,1,1,1,Predation,,,,,,,,
90,12,90,12,1,1,1,Predation,,,,,,,,
90,13,90,13,1,1,1,Predation,,,,,,,,
90,16,90,16,1,1,1,Predation,,,,,,,,
90,19,90,19,1,1,1,Predation,,,,,,,,
90,20,90,20,1,1,1,Predation,,,,,,,,
90,21,90,21,1,1,1,Predation,,,,,,,,
90,28,90,28,1,1,1,Predation,,,,,,,,
90,61,90,61,1,1,1,Predation,,,,,,,,
90,69,90,69,1,1,1,Predation,,,,,,,,
90,70,90,70,1,1,1,Predation,,,,,,,,
90,71,90,71,1,1,1,Predation,,,,,,,,
90,73,90,73,1,1,1,Predation,,,,,,,,
90,77,90,77,1,1,1,Predation,,,,,,,,
91,3,91,3,1,1,1,Predation,,,,,,,,
91,15,91,15,1,1,1,Predation,,,,,,,,
91,16,91,16,1,1,1,Predation,,,,,,,,
91,17,91,17,1,1,1,Predation,,,,,,,,
91,18,91,18,1,1,1,Predation,,,,,,,,
91,22,91,22,1,1,1,Predation,,,,,,,,
91,24,91,24,1,1,1,Predation,,,,,,,,
91,25,91,25,1,1,1,Predation,,,,,,,,
91,26,91,26,1,1,1,Predation,,,,,,,,
91,28,91,28,1,1,1,Predation,,,,,,,,
91,29,91,29,1,1,1,Predation,,,,,,,,
91,41,91,41,1,1,1,Predation,,,,,,,,
91,42,91,42,1,1,1,Predation,,,,,,,,
91,43,91,43,1,1,1,Predation,,,,,,,,
91,44,91,44,1,1,1,Predation,,,,,,,,
91,45,91,45,1,1,1,Predation,,,,,,,,
91,46,91,46,1,1,1,Predation,,,,,,,,
91,48,91,48,1,1,1,Predation,,,,,,,,
91,49,91,49,1,1,1,Predation,,,,,,,,
91,50,91,50,1,1,1,Predation,,,,,,,,
91,51,91,51,1,1,1,Predation,,,,,,,,
91,52,91,52,1,1,1,Predation,,,,,,,,
91,53,91,53,1,1,1,Predation,,,,,,,,
91,54,91,54,1,1,1,Predation,,,,,,,,
91,62,91,62,1,1,1,Predation,,,,,,,,
91,63,91,63,1,1,1,Predation,,,,,,,,
91,64,91,64,1,1,1,Predation,,,,,,,,
91,65,91,65,1,1,1,Predation,,,,,,,,
91,66,91,66,1,1,1,Predation,,,,,,,,
91,67,91,67,1,1,1,Predation,,,,,,,,
91,68,91,68,1,1,1,Predation,,,,,,,,
91,74,91,74,1,1,1,Predation,,,,,,,,
91,75,91,75,1,1,1,Predation,,,,,,,,
91,77,91,77,1,1,1,Predation,,,,,,,,
91,78,91,78,1,1,1,Predation,,,,,,,,
91,79,91,79,1,1,1,Predation,,,,,,,,
91,80,91,80,1,1,1,Predation,,,,,,,,
91,81,91,81,1,1,1,Predation,,,,,,,,
91,91,91,91,1,1,1,Predation,,,,,,,,
91,92,91,92,1,1,1,Predation,,,,,,,,
91,93,91,93,1,1,1,Predation,,,,,,,,
91,94,91,94,1,1,1,Predation,,,,,,,,
91,95,91,95,1,1,1,Predation,,,,,,,,
91,96,91,96,1,1,1,Predation,,,,,,,,
92,2,92,2,1,1,1,Predation,,,,,,,,
92,3,92,3,1,1,1,Predation,,,,,,,,
93,2,93,2,1,1,1,Predation,,,,,,,,
94,41,94,41,1,1,1,Predation,,,,,,,,
94,42,94,42,1,1,1,Predation,,,,,,,,
94,43,94,43,1,1,1,Predation,,,,,,,,
94,45,94,45,1,1,1,Predation,,,,,,,,
94,52,94,52,1,1,1,Predation,,,,,,,,
95,41,95,41,1,1,1,Predation,,,,,,,,
95,42,95,42,1,1,1,Predation,,,,,,,,
95,43,95,43,1,1,1,Predation,,,,,,,,
95,45,95,45,1,1,1,Predation,,,,,,,,
95,52,95,52,1,1,1,Predation,,,,,,,,
96,41,96,41,1,1,1,Predation,,,,,,,,
96,42,96,42,1,1,1,Predation,,,,,,,,
96,43,96,43,1,1,1,Predation,,,,,,,,
96,45,96,45,1,1,1,Predation,,,,,,,,
96,52,96,52,1,1,1,Predation,,,,,,,,
97,2,97,2,1,1,1,Predation,,,,,,,,
97,3,97,3,1,1,1,Predation,,,,,,,,
97,5,97,5,1,1,1,Predation,,,,,,,,
97,6,97,6,1,1,1,Predation,,,,,,,,
98,1,98,1,1,1,1,Predation,,,,,,,,
99,2,99,2,1,1,1,Predation,,,,,,,,
99,6,99,6,1,1,1,Predation,,,,,,,,
100,5,100,5,1,1,1,Predation,,,,,,,,
100,11,100,11,1,1,1,Predation,,,,,,,,
100,14,100,14,1,1,1,Predation,,,,,,,,
100,15,100,15,1,1,1,Predation,,,,,,,,
100,16,100,16,1,1,1,Predation,,,,,,,,
100,17,100,17,1,1,1,Predation,,,,,,,,
100,18,100,18,1,1,1,Predation,,,,,,,,
100,22,100,22,1,1,1,Predation,,,,,,,,
100,24,100,24,1,1,1,Predation,,,,,,,,
100,25,100,25,1,1,1,Predation,,,,,,,,
100,26,100,26,1,1,1,Predation,,,,,,,,
100,27,100,27,1,1,1,Predation,,,,,,,,
100,28,100,28,1,1,1,Predation,,,,,,,,
100,29,100,29,1,1,1,Predation,,,,,,,,
100,30,100,30,1,1,1,Predation,,,,,,,,
100,31,100,31,1,1,1,Predation,,,,,,,,
100,32,100,32,1,1,1,Predation,,,,,,,,
100,33,100,33,1,1,1,Predation,,,,,,,,
100,34,100,34,1,1,1,Predation,,,,,,,,
100,35,100,35,1,1,1,Predation,,,,,,,,
100,36,100,36,1,1,1,Predation,,,,,,,,
100,37,100,37,1,1,1,Predation,,,,,,,,
100,38,100,38,1,1,1,Predation,,,,,,,,
100,49,100,49,1,1,1,Predation,,,,,,,,
100,50,100,50,1,1,1,Predation,,,,,,,,
100,51,100,51,1,1,1,Predation,,,,,,,,
100,52,100,52,1,1,1,Predation,,,,,,,,
100,62,100,62,1,1,1,Predation,,,,,,,,
100,63,100,63,1,1,1,Predation,,,,,,,,
100,65,100,65,1,1,1,Predation,,,,,,,,
100,66,100,66,1,1,1,Predation,,,,,,,,
100,67,100,67,1,1,1,Predation,,,,,,,,
100,68,100,68,1,1,1,Predation,,,,,,,,
100,74,100,74,1,1,1,Predation,,,,,,,,
100,75,100,75,1,1,1,Predation,,,,,,,,
100,77,100,77,1,1,1,Predation,,,,,,,,
100,79,100,79,1,1,1,Predation,,,,,,,,
100,80,100,80,1,1,1,Predation,,,,,,,,
100,81,100,81,1,1,1,Predation,,,,,,,,
100,86,100,86,1,1,1,Predation,,,,,,,,
100,87,100,87,1,1,1,Predation,,,,,,,,
100,88,100,88,1,1,1,Predation,,,,,,,,
100,89,100,89,1,1,1,Predation,,,,,,,,
100,90,100,90,1,1,1,Predation,,,,,,,,
101,4,101,4,1,1,1,Predation,,,,,,,,
102,11,102,11,1,1,1,Predation,,,,,,,,
102,14,102,14,1,1,1,Predation,,,,,,,,
102,15,102,15,1,1,1,Predation,,,,,,,,
102,17,102,17,1,1,1,Predation,,,,,,,,
102,18,102,18,1,1,1,Predation,,,,,,,,
102,22,102,22,1,1,1,Predation,,,,,,,,
102,24,102,24,1,1,1,Predation,,,,,,,,
102,25,102,25,1,1,1,Predation,,,,,,,,
102,26,102,26,1,1,1,Predation,,,,,,,,
102,27,102,27,1,1,1,Predation,,,,,,,,
102,29,102,29,1,1,1,Predation,,,,,,,,
102,32,102,32,1,1,1,Predation,,,,,,,,
102,33,102,33,1,1,1,Predation,,,,,,,,
102,34,102,34,1,1,1,Predation,,,,,,,,
102,35,102,35,1,1,1,Predation,,,,,,,,
102,36,102,36,1,1,1,Predation,,,,,,,,
102,37,102,37,1,1,1,Predation,,,,,,,,
102,38,102,38,1,1,1,Predation,,,,,,,,
102,40,102,40,1,1,1,Predation,,,,,,,,
102,41,102,41,1,1,1,Predation,,,,,,,,
102,42,102,42,1,1,1,Predation,,,,,,,,
102,43,102,43,1,1,1,Predation,,,,,,,,
102,51,102,51,1,1,1,Predation,,,,,,,,
102,52,102,52,1,1,1,Predation,,,,,,,,
102,62,102,62,1,1,1,Predation,,,,,,,,
102,65,102,65,1,1,1,Predation,,,,,,,,
102,66,102,66,1,1,1,Predation,,,,,,,,
102,67,102,67,1,1,1,Predation,,,,,,,,
102,68,102,68,1,1,1,Predation,,,,,,,,
102,74,102,74,1,1,1,Predation,,,,,,,,
102,75,102,75,1,1,1,Predation,,,,,,,,
102,79,102,79,1,1,1,Predation,,,,,,,,
102,80,102,80,1,1,1,Predation,,,,,,,,
102,81,102,81,1,1,1,Predation,,,,,,,,
102,86,102,86,1,1,1,Predation,,,,,,,,
102,87,102,87,1,1,1,Predation,,,,,,,,
102,88,102,88,1,1,1,Predation,,,,,,,,
102,89,102,89,1,1,1,Predation,,,,,,,,
102,90,102,90,1,1,1,Predation,,,,,,,,
102,91,102,91,1,1,1,Predation,,,,,,,,
103,101,103,101,1,1,1,Predation,,,,,,,,
103,102,103,102,1,1,1,Predation,,,,,,,,
104,101,104,101,1,1,1,Predation,,,,,,,,
104,102,104,102,1,1,1,Predation,,,,,,,,
105,39,105,39,1,1,1,Predation,,,,,,,,
105,40,105,40,1,1,1,Predation,,,,,,,,
105,41,105,41,1,1,1,Predation,,,,,,,,
105,42,105,42,1,1,1,Predation,,,,,,,,
105,43,105,43,1,1,1,Predation,,,,,,,,
105,52,105,52,1,1,1,Predation,,,,,,,,
105,91,105,91,1,1,1,Predation,,,,,,,,
106,41,106,41,1,1,1,Predation,,,,,,,,
106,42,106,42,1,1,1,Predation,,,,,,,,
106,43,106,43,1,1,1,Predation,,,,,,,,
106,52,106,52,1,1,1,Predation,,,,,,,,
106,91,106,91,1,1,1,Predation,,,,,,,,
106,100,106,100,1,1,1,Predation,,,,,,,,
106,101,106,101,1,1,1,Predation,,,,,,,,
106,102,106,102,1,1,1,Predation,,,,,,,,
107,11,107,11,1,1,1,Predation,,,,,,,,
107,15,107,15,1,1,1,Predation,,,,,,,,
107,17,107,17,1,1,1,Predation,,,,,,,,
107,18,107,18,1,1,1,Predation,,,,,,,,
107,22,107,22,1,1,1,Predation,,,,,,,,
107,40,107,40,1,1,1,Predation,,,,,,,,
107,41,107,41,1,1,1,Predation,,,,,,,,
107,42,107,42,1,1,1,Predation,,,,,,,,
107,43,107,43,1,1,1,Predation,,,,,,,,
107,45,107,45,1,1,1,Predation,,,,,,,,
107,48,107,48,1,1,1,Predation,,,,,,,,
107,51,107,51,1,1,1,Predation,,,,,,,,
107,52,107,52,1,1,1,Predation,,,,,,,,
107,62,107,62,1,1,1,Predation,,,,,,,,
107,64,107,64,1,1,1,Predation,,,,,,,,
107,65,107,65,1,1,1,Predation,,,,,,,,
107,66,107,66,1,1,1,Predation,,,,,,,,
107,67,107,67,1,1,1,Predation,,,,,,,,
107,68,107,68,1,1,1,Predation,,,,,,,,
107,74,107,74,1,1,1,Predation,,,,,,,,
107,75,107,75,1,1,1,Predation,,,,,,,,
107,79,107,79,1,1,1,Predation,,,,,,,,
107,80,107,80,1,1,1,Predation,,,,,,,,
107,81,107,81,1,1,1,Predation,,,,,,,,
107,91,107,91,1,1,1,Predation,,,,,,,,
107,94,107,94,1,1,1,Predation,,,,,,,,
107,95,107,95,1,1,1,Predation,,,,,,,,
107,96,107,96,1,1,1,Predation,,,,,,,,
108,11,108,11,1,1,1,Predation,,,,,,,,
108,15,108,15,1,1,1,Predation,,,,,,,,
108,17,108,17,1,1,1,Predation,,,,,,,,
108,18,108,18,1,1,1,Predation,,,,,,,,
108,22,108,22,1,1,1,Predation,,,,,,,,
108,33,108,33,1,1,1,Predation,,,,,,,,
108,34,108,34,1,1,1,Predation,,,,,,,,
108,35,108,35,1,1,1,Predation,,,,,,,,
108,37,108,37,1,1,1,Predation,,,,,,,,
108,38,108,38,1,1,1,Predation,,,,,,,,
108,41,108,41,1,1,1,Predation,,,,,,,,
108,42,108,42,1,1,1,Predation,,,,,,,,
108,43,108,43,1,1,1,Predation,,,,,,,,
108,45,108,45,1,1,1,Predation,,,,,,,,
108,48,108,48,1,1,1,Predation,,,,,,,,
108,51,108,51,1,1,1,Predation,,,,,,,,
108,52,108,52,1,1,1,Predation,,,,,,,,
108,62,108,62,1,1,1,Predation,,,,,,,,
108,64,108,64,1,1,1,Predation,,,,,,,,
108,65,108,65,1,1,1,Predation,,,,,,,,
108,66,108,66,1,1,1,Predation,,,,,,,,
108,67,108,67,1,1,1,Predation,,,,,,,,
108,68,108,68,1,1,1,Predation,,,,,,,,
108,74,108,74,1,1,1,Predation,,,,,,,,
108,75,108,75,1,1,1,Predation,,,,,,,,
108,79,108,79,1,1,1,Predation,,,,,,,,
108,80,108,80,1,1,1,Predation,,,,,,,,
108,81,108,81,1,1,1,Predation,,,,,,,,
108,89,108,89,1,1,1,Predation,,,,,,,,
108,90,108,90,1,1,1,Predation,,,,,,,,
108,94,108,94,1,1,1,Predation,,,,,,,,
108,95,108,95,1,1,1,Predation,,,,,,,,
108,96,108,96,1,1,1,Predation,,,,,,,,
109,11,109,11,1,1,1,Predation,,,,,,,,
109,14,109,14,1,1,1,Predation,,,,,,,,
109,22,109,22,1,1,1,Predation,,,,,,,,
109,33,109,33,1,1,1,Predation,,,,,,,,
109,34,109,34,1,1,1,Predation,,,,,,,,
109,35,109,35,1,1,1,Predation,,,,,,,,
109,36,109,36,1,1,1,Predation,,,,,,,,
109,37,109,37,1,1,1,Predation,,,,,,,,
109,38,109,38,1,1,1,Predation,,,,,,,,
109,75,109,75,1,1,1,Predation,,,,,,,,
109,86,109,86,1,1,1,Predation,,,,,,,,
109,89,109,89,1,1,1,Predation,,,,,,,,
109,90,109,90,1,1,1,Predation,,,,,,,,
110,11,110,11,1,1,1,Predation,,,,,,,,
110,22,110,22,1,1,1,Predation,,,,,,,,
110,41,110,41,1,1,1,Predation,,,,,,,,
110,42,110,42,1,1,1,Predation,,,,,,,,
110,43,110,43,1,1,1,Predation,,,,,,,,
110,45,110,45,1,1,1,Predation,,,,,,,,
110,46,110,46,1,1,1,Predation,,,,,,,,
110,48,110,48,1,1,1,Predation,,,,,,,,
110,51,110,51,1,1,1,Predation,,,,,,,,
110,52,110,52,1,1,1,Predation,,,,,,,,
110,75,110,75,1,1,1,Predation,,,,,,,,
110,91,110,91,1,1,1,Predation,,,,,,,,
110,94,110,94,1,1,1,Predation,,,,,,,,
110,95,110,95,1,1,1,Predation,,,,,,,,
110,96,110,96,1,1,1,Predation,,,,,,,,
110,98,110,98,1,1,1,Predation,,,,,,,,
110,99,110,99,1,1,1,Predation,,,,,,,,
110,100,110,100,1,1,1,Predation,,,,,,,,
110,101,110,101,1,1,1,Predation,,,,,,,,
111,11,111,11,1,1,1,Predation,,,,,,,,
111,22,111,22,1,1,1,Predation,,,,,,,,
111,33,111,33,1,1,1,Predation,,,,,,,,
111,34,111,34,1,1,1,Predation,,,,,,,,
111,35,111,35,1,1,1,Predation,,,,,,,,
111,36,111,36,1,1,1,Predation,,,,,,,,
111,37,111,37,1,1,1,Predation,,,,,,,,
111,38,111,38,1,1,1,Predation,,,,,,,,
111,41,111,41,1,1,1,Predation,,,,,,,,
111,42,111,42,1,1,1,Predation,,,,,,,,
111,43,111,43,1,1,1,Predation,,,,,,,,
111,51,111,51,1,1,1,Predation,,,,,,,,
111,52,111,52,1,1,1,Predation,,,,,,,,
111,75,111,75,1,1,1,Predation,,,,,,,,
111,84,111,84,1,1,1,Predation,,,,,,,,
111,85,111,85,1,1,1,Predation,,,,,,,,
111,86,111,86,1,1,1,Predation,,,,,,,,
111,87,111,87,1,1,1,Predation,,,,,,,,
111,88,111,88,1,1,1,Predation,,,,,,,,
111,89,111,89,1,1,1,Predation,,,,,,,,
111,90,111,90,1,1,1,Predation,,,,,,,,
111,91,111,91,1,1,1,Predation,,,,,,,,
111,93,111,93,1,1,1,Predation,,,,,,,,
111,98,111,98,1,1,1,Predation,,,,,,,,
111,100,111,100,1,1,1,Predation,,,,,,,,
111,101,111,101,1,1,1,Predation,,,,,,,,
112,11,112,11,1,1,1,Predation,,,,,,,,
112,22,112,22,1,1,1,Predation,,,,,,,,
112,40,112,40,1,1,1,Predation,,,,,,,,
112,41,112,41,1,1,1,Predation,,,,,,,,
112,42,112,42,1,1,1,Predation,,,,,,,,
112,43,112,43,1,1,1,Predation,,,,,,,,
112,75,112,75,1,1,1,Predation,,,,,,,,
112,91,112,91,1,1,1,Predation,,,,,,,,
112,100,112,100,1,1,1,Predation,,,,,,,,
112,101,112,101,1,1,1,Predation,,,,,,,,
113,101,113,101,1,1,1,Predation,,,,,,,,
114,12,114,12,1,1,1,Predation,,,,,,,,
114,13,114,13,1,1,1,Predation,,,,,,,,
114,15,114,15,1,1,1,Predation,,,,,,,,
114,16,114,16,1,1,1,Predation,,,,,,,,
114,17,114,17,1,1,1,Predation,,,,,,,,
114,18,114,18,1,1,1,Predation,,,,,,,,
114,19,114,19,1,1,1,Predation,,,,,,,,
114,20,114,20,1,1,1,Predation,,,,,,,,
114,21,114,21,1,1,1,Predation,,,,,,,,
114,22,114,22,1,1,1,Predation,,,,,,,,
114,23,114,23,1,1,1,Predation,,,,,,,,
