code;altitude;date;plant;stigma;receptor;donor;germ;non.germ;total
CT117.1.6;2000;20-ene-11;CT117.1;6;Cer.arv;Cer.arv;7;24;31
CT117.2.1;2000;20-ene-11;CT117.2;1;Cer.arv;Cer.arv;7;7;14
CT117.2.2;2000;20-ene-11;CT117.2;2;Cer.arv;Cer.arv;0;2;2
CT117.2.3;2000;20-ene-11;CT117.2;3;Cer.arv;Cer.arv;0;0;0
CT117.3.1;2000;20-ene-11;CT117.3;1;Cer.arv;Cer.arv;7;26;33
CT117.3.2;2000;20-ene-11;CT117.3;2;Cer.arv;Cer.arv;6;0;6
CT117.4.1;2000;20-ene-11;CT117.4;1;Cer.arv;Cer.arv;0;1;1
CT117.4.2;2000;20-ene-11;CT117.4;2;Cer.arv;Cer.arv;0;5;5
CT117.4.3;2000;20-ene-11;CT117.4;3;Cer.arv;Cer.arv;1;15;16
CT117.5.1;2000;20-ene-11;CT117.5;1;Cer.arv;Cer.arv;1;41;42
CT117.6.1;2000;20-ene-11;CT117.6;1;Cer.arv;Cer.arv;10;7;17
CT117.6.1;2000;20-ene-11;CT117.6;1;Cer.arv;Nas.pyg;0;3;3
CT117.7.1;2000;20-ene-11;CT117.7;1;Cer.arv;Cer.arv;0;2;2
CT117.8.1;2000;20-ene-11;CT117.8;1;Cer.arv;Cer.arv;10;12;22
CT117.9.1;2000;20-ene-11;CT117.9;1;Cer.arv;Cer.arv;3;2;5
CT117.10.1;2000;20-ene-11;CT117.10;1;Cer.arv;Cer.arv;0;4;4
CT117.11.1;2000;20-ene-11;CT117.11;1;Cer.arv;Cer.arv;0;2;2
CT117.12.1;2000;20-ene-11;CT117.12;1;Cer.arv;Cer.arv;0;1;1
CT117.13.1;2000;20-ene-11;CT117.13;1;Cer.arv;Cer.arv;0;0;0
CT117.14.1;2000;20-ene-11;CT117.14;1;Cer.arv;Cer.arv;0;0;0
CT118.1.1;2000;20-ene-11;CT118.1;1;Gau.pum;Gau.pum;0;0;0
CT118.1.2;2000;20-ene-11;CT118.1;2;Gau.pum;Gau.pum;0;0;0
CT118.1.3;2000;20-ene-11;CT118.1;3;Gau.pum;Gau.pum;0;0;0
CT118.1.4;2000;20-ene-11;CT118.1;4;Gau.pum;Gau.pum;0;0;0
CT118.2.1;2000;20-ene-11;CT118.2;1;Gau.pum;Gau.pum;0;0;0
CT118.2.2;2000;20-ene-11;CT118.2;2;Gau.pum;Gau.pum;0;0;0
CT118.2.3;2000;20-ene-11;CT118.2;3;Gau.pum;Gau.pum;0;0;0
CT118.2.4;2000;20-ene-11;CT118.2;4;Gau.pum;Gau.pum;0;0;0
CT118.3.1;2000;20-ene-11;CT118.3;1;Gau.pum;Gau.pum;0;0;0
CT118.3.2;2000;20-ene-11;CT118.3;2;Gau.pum;Gau.pum;0;0;0
CT118.3.3;2000;20-ene-11;CT118.3;3;Gau.pum;Gau.pum;0;0;0
CT118.3.4;2000;20-ene-11;CT118.3;4;Gau.pum;Gau.pum;0;0;0
CT118.4.1;2000;20-ene-11;CT118.4;1;Gau.pum;Gau.pum;0;0;0
CT118.4.2;2000;20-ene-11;CT118.4;2;Gau.pum;Gau.pum;0;0;0
CT118.5.1;2000;20-ene-11;CT118.5;1;Gau.pum;Gau.pum;0;0;0
CT118.5.2;2000;20-ene-11;CT118.5;2;Gau.pum;Gau.pum;0;0;0
CT118.5.3;2000;20-ene-11;CT118.5;3;Gau.pum;Gau.pum;0;0;0
CT118.5.4;2000;20-ene-11;CT118.5;4;Gau.pum;Gau.pum;0;0;0
CT119.1.1;2000;20-ene-11;CT119.1;1;Mul.ech;Mul.ech;0;0;0
CT119.1.2;2000;20-ene-11;CT119.1;2;Mul.ech;Mul.ech;0;0;0
CT119.1.3;2000;20-ene-11;CT119.1;3;Mul.ech;Mul.ech;0;0;0
CT119.1.4;2000;20-ene-11;CT119.1;4;Mul.ech;Mul.ech;0;0;0
CT119.2.1;2000;20-ene-11;CT119.2;1;Mul.ech;Mul.ech;0;0;0
CT119.2.2;2000;20-ene-11;CT119.2;2;Mul.ech;Mul.ech;0;0;0
CT119.2.3;2000;20-ene-11;CT119.2;3;Mul.ech;Mul.ech;0;0;0
CT119.2.4;2000;20-ene-11;CT119.2;4;Mul.ech;Mul.ech;0;0;0
CT119.3.1;2000;20-ene-11;CT119.3;1;Mul.ech;Mul.ech;0;0;0
CT119.3.2;2000;20-ene-11;CT119.3;2;Mul.ech;Mul.ech;0;0;0
CT119.3.3;2000;20-ene-11;CT119.3;3;Mul.ech;Mul.ech;0;0;0
CT119.3.4;2000;20-ene-11;CT119.3;4;Mul.ech;Mul.ech;0;0;0
CT119.4.1;2000;20-ene-11;CT119.4;1;Mul.ech;Mul.ech;0;0;0
CT119.4.2;2000;20-ene-11;CT119.4;2;Mul.ech;Mul.ech;0;0;0
CT119.4.3;2000;20-ene-11;CT119.4;3;Mul.ech;Mul.ech;0;0;0
CT119.4.4;2000;20-ene-11;CT119.4;4;Mul.ech;Mul.ech;0;0;0
CT119.5.1;2000;20-ene-11;CT119.5;1;Mul.ech;Mul.ech;0;0;0
CT119.5.2;2000;20-ene-11;CT119.5;2;Mul.ech;Mul.ech;0;0;0
CT119.5.3;2000;20-ene-11;CT119.5;3;Mul.ech;Mul.ech;0;0;0
CT119.5.4;2000;20-ene-11;CT119.5;4;Mul.ech;Mul.ech;0;0;0
CT120.1.1;2000;20-ene-11;CT120.1;1;Sen.pac;Sen.pac;2;13;15
CT120.1.2;2000;20-ene-11;CT120.1;2;Sen.pac;Sen.pac;2;26;28
CT120.1.3;2000;20-ene-11;CT120.1;3;Sen.pac;Sen.pac;2;18;20
CT120.1.4;2000;20-ene-11;CT120.1;4;Sen.pac;Sen.pac;1;8;9
CT120.2.1;2000;20-ene-11;CT120.2;1;Sen.pac;Sen.pac;1;5;6
CT120.2.2;2000;20-ene-11;CT120.2;2;Sen.pac;Sen.pac;4;7;11
CT120.2.3;2000;20-ene-11;CT120.2;3;Sen.pac;Sen.pac;0;0;0
CT120.2.4;2000;20-ene-11;CT120.2;4;Sen.pac;Sen.pac;1;3;4
CT120.3.1;2000;20-ene-11;CT120.3;1;Sen.pac;Sen.pac;0;6;6
CT120.3.2;2000;20-ene-11;CT120.3;2;Sen.pac;Sen.pac;0;8;8
CT120.3.3;2000;20-ene-11;CT120.3;3;Sen.pac;Sen.pac;0;1;1
CT120.3.4;2000;20-ene-11;CT120.3;4;Sen.pac;Sen.pac;1;3;4
CT120.4.1;2000;20-ene-11;CT120.4;1;Sen.pac;Sen.pac;1;6;7
CT120.4.2;2000;20-ene-11;CT120.4;2;Sen.pac;Sen.pac;2;15;17
CT120.4.3;2000;20-ene-11;CT120.4;3;Sen.pac;Sen.pac;0;11;11
CT120.4.3;2000;20-ene-11;CT120.4;3;Sen.pac;Nas.pyg;0;1;1
CT120.4.4;2000;20-ene-11;CT120.4;4;Sen.pac;Sen.pac;2;4;6
CT120.5.1;2000;20-ene-11;CT120.5;1;Sen.pac;Sen.pac;0;2;2
CT120.5.2;2000;20-ene-11;CT120.5;2;Sen.pac;Sen.pac;2;5;7
CT120.5.3;2000;20-ene-11;CT120.5;3;Sen.pac;Sen.pac;3;9;12
CT120.5.4;2000;20-ene-11;CT120.5;4;Sen.pac;Sen.pac;2;2;4
CT121.1.1;2000;20-ene-11;CT121.1;1;Hua.and;Hua.and;2;2;4
CT121.1.2;2000;20-ene-11;CT121.1;2;Hua.and;Hua.and;0;0;0
CT121.1.3;2000;20-ene-11;CT121.1;3;Hua.and;Hua.and;0;0;0
CT121.1.4;2000;20-ene-11;CT121.1;4;Hua.and;Hua.and;0;0;0
CT121.2.1;2000;20-ene-11;CT121.2;1;Hua.and;Hua.and;0;0;0
CT121.2.2;2000;20-ene-11;CT121.2;2;Hua.and;Hua.and;0;0;0
CT121.2.3;2000;20-ene-11;CT121.2;3;Hua.and;Hua.and;0;0;0
CT121.2.4;2000;20-ene-11;CT121.2;4;Hua.and;Hua.and;0;0;0
CT121.3.1;2000;20-ene-11;CT121.3;1;Hua.and;Hua.and;0;0;0
CT121.3.2;2000;20-ene-11;CT121.3;2;Hua.and;Hua.and;0;0;0
CT121.3.3;2000;20-ene-11;CT121.3;3;Hua.and;Hua.and;0;0;0
CT121.3.4;2000;20-ene-11;CT121.3;4;Hua.and;Hua.and;0;0;0
CT121.4.1;2000;20-ene-11;CT121.4;1;Hua.and;Hua.and;0;0;0
CT121.4.2;2000;20-ene-11;CT121.4;2;Hua.and;Hua.and;1;0;1
CT121.4.3;2000;20-ene-11;CT121.4;3;Hua.and;Hua.and;1;0;1
CT121.5.1;2000;20-ene-11;CT121.5;1;Hua.and;Hua.and;2;1;3
CT121.5.2;2000;20-ene-11;CT121.5;2;Hua.and;Hua.and;3;2;5
CT121.5.3;2000;20-ene-11;CT121.5;3;Hua.and;Hua.and;0;0;0
CT121.5.4;2000;20-ene-11;CT121.5;4;Hua.and;Hua.and;1;0;1
CT122.1.1;2000;20-ene-11;CT122.1;1;Nas.rev;Nas.rev;0;8;8
CT122.1.2;2000;20-ene-11;CT122.1;2;Nas.rev;Nas.rev;0;21;21
CT122.1.3;2000;20-ene-11;CT122.1;3;Nas.rev;Nas.rev;0;12;12
CT122.1.4;2000;20-ene-11;CT122.1;4;Nas.rev;Nas.rev;0;6;6
CT122.2.1;2000;20-ene-11;CT122.2;1;Nas.rev;Nas.rev;0;18;18
CT122.2.2;2000;20-ene-11;CT122.2;2;Nas.rev;Nas.rev;0;4;4
CT122.2.3;2000;20-ene-11;CT122.2;3;Nas.rev;Nas.rev;0;1;1
CT122.2.4;2000;20-ene-11;CT122.2;4;Nas.rev;Nas.rev;0;2;2
CT122.3.1;2000;20-ene-11;CT122.3;1;Nas.rev;Nas.rev;0;30;30
CT122.3.2;2000;20-ene-11;CT122.3;2;Nas.rev;Nas.rev;1;5;6
CT122.3.3;2000;20-ene-11;CT122.3;3;Nas.rev;Nas.rev;0;7;7
CT122.4.1;2000;20-ene-11;CT122.4;1;Nas.rev;Nas.rev;0;2;2
CT122.4.2;2000;20-ene-11;CT122.4;2;Nas.rev;Nas.rev;0;1;1
CT122.4.3;2000;20-ene-11;CT122.4;3;Nas.rev;Nas.rev;1;3;4
CT122.5.1;2000;20-ene-11;CT122.5;1;Nas.rev;Nas.rev;0;4;4
CT122.5.2;2000;20-ene-11;CT122.5;2;Nas.rev;Nas.rev;0;6;6
CT122.5.3;2000;20-ene-11;CT122.5;3;Nas.rev;Nas.rev;0;4;4
CT123.1.1;2000;20-ene-11;CT123.1;1;Loa.nan;Loa.nan;2;5;7
CT123.2.2;2000;20-ene-11;CT123.2;2;Loa.nan;Loa.nan;1;5;6
CT123.3.3;2000;20-ene-11;CT123.3;3;Loa.nan;Loa.nan;96;50;146
CT123.4.4;2000;20-ene-11;CT123.4;4;Loa.nan;Loa.nan;3;19;22
CT123.5.5;2000;20-ene-11;CT123.5;5;Loa.nan;Loa.nan;21;31;52
CT123.6.6;2000;20-ene-11;CT123.6;6;Loa.nan;Loa.nan;7;6;13
CT123.7.7;2000;20-ene-11;CT123.7;7;Loa.nan;Loa.nan;14;37;51
CT123.8.8;2000;20-ene-11;CT123.8;8;Loa.nan;Loa.nan;20;90;110
CT124.1.1;2000;20-ene-11;CT124.1;1;Eri.lep;Eri.lep;0;0;0
CT124.1.2;2000;20-ene-11;CT124.1;2;Eri.lep;Eri.lep;0;0;0
CT124.1.3;2000;20-ene-11;CT124.1;3;Eri.lep;Eri.lep;0;0;0
CT124.1.4;2000;20-ene-11;CT124.1;4;Eri.lep;Eri.lep;0;0;0
CT124.2.1;2000;20-ene-11;CT124.2;1;Eri.lep;Eri.lep;16;15;31
CT124.2.2;2000;20-ene-11;CT124.2;2;Eri.lep;Eri.lep;9;9;18
CT124.2.3;2000;20-ene-11;CT124.2;3;Eri.lep;Eri.lep;5;6;11
CT124.2.4;2000;20-ene-11;CT124.2;4;Eri.lep;Eri.lep;16;6;22
CT124.2.5;2000;20-ene-11;CT124.2;5;Eri.lep;Eri.lep;6;2;8
CT124.2.6;2000;20-ene-11;CT124.2;6;Eri.lep;Eri.lep;0;0;0
CT124.2.7;2000;20-ene-11;CT124.2;7;Eri.lep;Eri.lep;0;0;0
CT242.1.1;1600;01-feb-11;CT242.1;1;Sen.bip;Sen.bip;0;5;5
CT242.1.2;1600;01-feb-11;CT242.1;2;Sen.bip;Sen.bip;1;12;13
CT242.1.3;1600;01-feb-11;CT242.1;3;Sen.bip;Sen.bip;0;4;4
CT242.1.4;1600;01-feb-11;CT242.1;4;Sen.bip;Sen.bip;0;2;2
CT242.1.4;1600;01-feb-11;CT242.1;4;Sen.bip;Ade.cor;0;1;1
CT242.2.1;1600;01-feb-11;CT242.2;1;Sen.bip;Sen.bip;12;19;31
CT242.2.1;1600;01-feb-11;CT242.2;1;Sen.bip;Qui.chi;0;4;4
CT242.2.2;1600;01-feb-11;CT242.2;2;Sen.bip;Sen.bip;5;6;11
CT242.2.3;1600;01-feb-11;CT242.2;3;Sen.bip;Sen.bip;7;16;23
CT242.2.4;1600;01-feb-11;CT242.2;4;Sen.bip;Sen.bip;8;7;15
CT242.3.1;1600;01-feb-11;CT242.3;1;Sen.bip;Sen.bip;2;15;17
CT242.3.2;1600;01-feb-11;CT242.3;2;Sen.bip;Sen.bip;2;22;24
CT242.3.3;1600;01-feb-11;CT242.3;3;Sen.bip;Sen.bip;2;12;14
CT242.3.3;1600;01-feb-11;CT242.3;3;Sen.bip;Ade.cor;0;2;2
CT242.3.4;1600;01-feb-11;CT242.3;4;Sen.bip;Sen.bip;0;10;10
CT242.4.1;1600;01-feb-11;CT242.4;1;Sen.bip;Sen.bip;3;22;25
CT242.4.2;1600;01-feb-11;CT242.4;2;Sen.bip;Sen.bip;2;33;35
CT242.4.3;1600;01-feb-11;CT242.4;3;Sen.bip;Sen.bip;7;45;52
CT242.4.4;1600;01-feb-11;CT242.4;4;Sen.bip;Sen.bip;3;37;40
CT242.5.1;1600;01-feb-11;CT242.5;1;Sen.bip;Sen.bip;5;7;12
CT242.5.2;1600;01-feb-11;CT242.5;2;Sen.bip;Sen.bip;3;20;23
CT242.5.3;1600;01-feb-11;CT242.5;3;Sen.bip;Sen.bip;4;22;26
CT242.5.4;1600;01-feb-11;CT242.5;4;Sen.bip;Sen.bip;5;18;23
CT243.1.1;1600;01-feb-11;CT243.1;1;Ast.uni;Ast.uni;1;18;19
CT243.1.1;1600;01-feb-11;CT243.1;1;Ast.uni;Qui.chi;0;1;1
CT243.1.2;1600;01-feb-11;CT243.1;2;Ast.uni;Ast.uni;5;24;29
CT243.1.2;1600;01-feb-11;CT243.1;2;Ast.uni;Qui.chi;5;3;8
CT243.1.2;1600;01-feb-11;CT243.1;2;Ast.uni;Dis.cha;0;2;2
CT243.1.3;1600;01-feb-11;CT243.1;3;Ast.uni;Ast.uni;1;2;3
CT243.1.3;1600;01-feb-11;CT243.1;3;Ast.uni;Sen.gni;0;1;1
CT243.1.4;1600;01-feb-11;CT243.1;4;Ast.uni;Ast.uni;6;5;11
CT243.2.1;1600;01-feb-11;CT243.2;1;Ast.uni;Ast.uni;29;17;46
CT243.2.1;1600;01-feb-11;CT243.2;1;Ast.uni;Qui.chi;0;1;1
CT243.2.2;1600;01-feb-11;CT243.2;2;Ast.uni;Ast.uni;44;18;62
CT243.2.2;1600;01-feb-11;CT243.2;2;Ast.uni;Qui.chi;0;2;2
CT243.2.2;1600;01-feb-11;CT243.2;2;Ast.uni;Azo.mon;2;0;2
CT243.2.3;1600;01-feb-11;CT243.2;3;Ast.uni;Ast.uni;10;11;21
CT243.2.3;1600;01-feb-11;CT243.2;3;Ast.uni;Qui.chi;0;3;3
CT243.2.4;1600;01-feb-11;CT243.2;4;Ast.uni;Ast.uni;6;9;15
CT243.2.4;1600;01-feb-11;CT243.2;4;Ast.uni;Qui.chi;0;1;1
CT243.2.4;1600;01-feb-11;CT243.2;4;Ast.uni;Sen.arg;4;0;4
CT243.3.1;1600;01-feb-11;CT243.3;1;Ast.uni;Ast.uni;2;4;6
CT243.3.1;1600;01-feb-11;CT243.3;1;Ast.uni;Qui.chi;0;1;1
CT243.3.2;1600;01-feb-11;CT243.3;2;Ast.uni;Ast.uni;12;7;19
CT243.3.2;1600;01-feb-11;CT243.3;2;Ast.uni;Qui.chi;0;5;5
CT243.3.3;1600;01-feb-11;CT243.3;3;Ast.uni;Ast.uni;10;9;19
CT243.3.4;1600;01-feb-11;CT243.3;4;Ast.uni;Ast.uni;13;9;22
CT243.3.4;1600;01-feb-11;CT243.3;4;Ast.uni;Qui.chi;0;1;1
CT243.4.1;1600;01-feb-11;CT243.4;1;Ast.uni;Ast.uni;8;13;21
CT243.4.1;1600;01-feb-11;CT243.4;1;Ast.uni;Qui.chi;0;1;1
CT243.4.1;1600;01-feb-11;CT243.4;1;Ast.uni;Sen.pet;0;1;1
CT243.4.2;1600;01-feb-11;CT243.4;2;Ast.uni;Ast.uni;0;4;4
CT243.4.3;1600;01-feb-11;CT243.4;3;Ast.uni;Ast.uni;8;1;9
CT243.4.3;1600;01-feb-11;CT243.4;3;Ast.uni;Azo.mon;0;2;2
CT243.4.3;1600;01-feb-11;CT243.4;3;Ast.uni;Qui.chi;0;1;1
CT243.4.3;1600;01-feb-11;CT243.4;3;Ast.uni;Sen.arg;2;0;2
CT243.4.3;1600;01-feb-11;CT243.4;3;Ast.uni;Dis.cha;0;2;2
CT243.4.4;1600;01-feb-11;CT243.4;4;Ast.uni;Ast.uni;6;4;10
CT243.4.4;1600;01-feb-11;CT243.4;4;Ast.uni;Sen.arg;1;0;1
CT243.5.1;1600;01-feb-11;CT243.5;1;Ast.uni;Ast.uni;9;19;28
CT243.5.1;1600;01-feb-11;CT243.5;1;Ast.uni;Azo.mon;1;0;1
CT243.5.1;1600;01-feb-11;CT243.5;1;Ast.uni;Qui.chi;0;7;7
CT243.5.2;1600;01-feb-11;CT243.5;2;Ast.uni;Ast.uni;3;13;16
CT243.5.3;1600;01-feb-11;CT243.5;3;Ast.uni;Ast.uni;1;15;16
CT243.5.3;1600;01-feb-11;CT243.5;3;Ast.uni;Sen.sp.;0;3;3
CT243.5.4;1600;01-feb-11;CT243.5;4;Ast.uni;Ast.uni;4;13;17
CT244.1.1;1600;01-feb-11;CT244.1;1;Ade.cor;Ade.cor;25;13;38
CT244.1.2;1600;01-feb-11;CT244.1;2;Ade.cor;Ade.cor;2;5;7
CT244.1.3;1600;01-feb-11;CT244.1;3;Ade.cor;Ade.cor;4;3;7
CT244.1.4;1600;01-feb-11;CT244.1;4;Ade.cor;Ade.cor;12;15;27
CT244.2.1;1600;01-feb-11;CT244.2;1;Ade.cor;Ade.cor;25;29;54
CT244.2.2;1600;01-feb-11;CT244.2;2;Ade.cor;Ade.cor;6;11;17
CT244.2.3;1600;01-feb-11;CT244.2;3;Ade.cor;Ade.cor;12;18;30
CT244.2.4;1600;01-feb-11;CT244.2;4;Ade.cor;Ade.cor;6;7;13
CT244.3.1;1600;01-feb-11;CT244.3;1;Ade.cor;Ade.cor;7;12;19
CT244.3.2;1600;01-feb-11;CT244.3;2;Ade.cor;Ade.cor;15;17;32
CT244.3.3;1600;01-feb-11;CT244.3;3;Ade.cor;Ade.cor;8;6;14
CT244.3.4;1600;01-feb-11;CT244.3;4;Ade.cor;Ade.cor;8;12;20
CT244.4.1;1600;01-feb-11;CT244.4;1;Ade.cor;Ade.cor;14;13;27
CT244.4.2;1600;01-feb-11;CT244.4;2;Ade.cor;Ade.cor;5;19;24
CT244.4.3;1600;01-feb-11;CT244.4;3;Ade.cor;Ade.cor;10;18;28
CT244.5.1;1600;01-feb-11;CT244.5;1;Ade.cor;Ade.cor;19;21;40
CT244.5.2;1600;01-feb-11;CT244.5;2;Ade.cor;Ade.cor;10;8;18
CT244.5.3;1600;01-feb-11;CT244.5;3;Ade.cor;Ade.cor;7;17;24
CT244.5.4;1600;01-feb-11;CT244.5;4;Ade.cor;Ade.cor;6;13;19
CT245.1.1;1600;01-feb-11;CT245.1;1;Qui.chi;Qui.chi;23;2;25
CT245.1.1;1600;01-feb-11;CT245.1;1;Qui.chi;Cer.arv;0;1;1
CT245.1.1;1600;01-feb-11;CT245.1;1;Qui.chi;Pol.sal;0;1;1
CT245.1.2;1600;01-feb-11;CT245.1;2;Qui.chi;Qui.chi;17;10;27
CT245.1.2;1600;01-feb-11;CT245.1;2;Qui.chi;Cer.arv;0;1;1
CT245.1.3;1600;01-feb-11;CT245.1;3;Qui.chi;Qui.chi;10;1;11
CT245.1.3;1600;01-feb-11;CT245.1;3;Qui.chi;Mul.ech;0;1;1
CT245.2.1;1600;01-feb-11;CT245.2;1;Qui.chi;Qui.chi;54;28;82
CT245.2.1;1600;01-feb-11;CT245.2;1;Qui.chi;Sen.arg;0;1;1
CT245.2.1;1600;01-feb-11;CT245.2;1;Qui.chi;Per.bel;0;1;1
CT245.2.2;1600;01-feb-11;CT245.2;2;Qui.chi;Qui.chi;22;13;35
CT245.2.3;1600;01-feb-11;CT245.2;3;Qui.chi;Qui.chi;33;30;63
CT245.2.3;1600;01-feb-11;CT245.2;3;Qui.chi;Per.bel;1;0;1
CT245.2.3;1600;01-feb-11;CT245.2;3;Qui.chi;Pol.sal;0;1;1
CT245.3.1;1600;01-feb-11;CT245.3;1;Qui.chi;Qui.chi;13;8;21
CT245.3.2;1600;01-feb-11;CT245.3;2;Qui.chi;Qui.chi;40;27;67
CT245.3.2;1600;01-feb-11;CT245.3;2;Qui.chi;Mul.ech;2;2;4
CT245.3.2;1600;01-feb-11;CT245.3;2;Qui.chi;Per.bel;1;0;1
CT245.3.3;1600;01-feb-11;CT245.3;3;Qui.chi;Qui.chi;24;14;38
CT245.3.3;1600;01-feb-11;CT245.3;3;Qui.chi;Per.bel;0;7;7
CT245.4.1;1600;01-feb-11;CT245.4;1;Qui.chi;Qui.chi;39;26;65
CT245.4.1;1600;01-feb-11;CT245.4;1;Qui.chi;Sen.arg;0;1;1
CT245.4.1;1600;01-feb-11;CT245.4;1;Qui.chi;Per.bel;0;1;1
CT245.5.1;1600;01-feb-11;CT245.5;1;Qui.chi;Qui.chi;26;9;35
CT245.5.2;1600;01-feb-11;CT245.5;2;Qui.chi;Qui.chi;6;0;6
CT245.5.2;1600;01-feb-11;CT245.5;2;Qui.chi;Sen.arg;2;0;2
CT245.5.3;1600;01-feb-11;CT245.5;3;Qui.chi;Qui.chi;12;5;17
CT246.1.1;1600;01-feb-11;CT246.1;1;Sen.arg;Sen.arg;0;0;0
CT246.1.2;1600;01-feb-11;CT246.1;2;Sen.arg;Sen.arg;1;1;2
CT246.1.3;1600;01-feb-11;CT246.1;3;Sen.arg;Sen.arg;0;2;2
CT246.1.4;1600;01-feb-11;CT246.1;4;Sen.arg;Sen.arg;0;2;2
CT246.1.4;1600;01-feb-11;CT246.1;4;Sen.arg;Uni.unk;0;1;1
CT246.1.5;1600;01-feb-11;CT246.1;5;Sen.arg;Sen.arg;1;4;5
CT246.1.6;1600;01-feb-11;CT246.1;6;Sen.arg;Sen.arg;0;0;0
CT246.1.7;1600;01-feb-11;CT246.1;7;Sen.arg;Sen.arg;0;1;1
CT246.1.8;1600;01-feb-11;CT246.1;8;Sen.arg;Sen.arg;0;1;1
CT246.2.1;1600;01-feb-11;CT246.2;1;Sen.arg;Sen.arg;0;2;2
CT246.2.1;1600;01-feb-11;CT246.2;1;Sen.arg;Ade.cor;0;1;1
CT246.2.2;1600;01-feb-11;CT246.2;2;Sen.arg;Sen.arg;1;4;5
CT246.2.3;1600;01-feb-11;CT246.2;3;Sen.arg;Sen.arg;9;4;13
CT246.2.4;1600;01-feb-11;CT246.2;4;Sen.arg;Sen.arg;7;33;40
CT246.2.5;1600;01-feb-11;CT246.2;5;Sen.arg;Sen.arg;1;1;2
CT246.2.6;1600;01-feb-11;CT246.2;6;Sen.arg;Sen.arg;1;5;6
CT246.2.7;1600;01-feb-11;CT246.2;7;Sen.arg;Sen.arg;0;2;2
CT246.3.1;1600;01-feb-11;CT246.3;1;Sen.arg;Sen.arg;3;10;13
CT246.3.1;1600;01-feb-11;CT246.3;1;Sen.arg;Qui.chi;0;2;2
CT246.3.2;1600;01-feb-11;CT246.3;2;Sen.arg;Sen.arg;0;2;2
CT246.3.2;1600;01-feb-11;CT246.3;2;Sen.arg;Qui.chi;0;1;1
CT246.3.3;1600;01-feb-11;CT246.3;3;Sen.arg;Sen.arg;0;9;9
CT246.3.3;1600;01-feb-11;CT246.3;3;Sen.arg;Qui.chi;0;2;2
CT246.3.3;1600;01-feb-11;CT246.3;3;Sen.arg;Mul.ech;0;1;1
CT246.3.4;1600;01-feb-11;CT246.3;4;Sen.arg;Sen.arg;2;5;7
CT246.3.5;1600;01-feb-11;CT246.3;5;Sen.arg;Sen.arg;2;2;4
CT246.3.6;1600;01-feb-11;CT246.3;6;Sen.arg;Sen.arg;1;1;2
CT246.3.7;1600;01-feb-11;CT246.3;7;Sen.arg;Sen.arg;3;3;6
CT246.4.1;1600;01-feb-11;CT246.4;1;Sen.arg;Sen.arg;0;2;2
CT246.4.2;1600;01-feb-11;CT246.4;2;Sen.arg;Sen.arg;2;4;6
CT246.4.3;1600;01-feb-11;CT246.4;3;Sen.arg;Sen.arg;0;11;11
CT246.4.3;1600;01-feb-11;CT246.4;3;Sen.arg;Qui.chi;0;1;1
CT246.4.4;1600;01-feb-11;CT246.4;4;Sen.arg;Sen.arg;0;5;5
CT246.4.4;1600;01-feb-11;CT246.4;4;Sen.arg;Qui.chi;0;1;1
CT246.4.5;1600;01-feb-11;CT246.4;5;Sen.arg;Sen.arg;0;0;0
CT246.4.6;1600;01-feb-11;CT246.4;6;Sen.arg;Sen.arg;0;0;0
CT246.4.7;1600;01-feb-11;CT246.4;7;Sen.arg;Sen.arg;1;1;2
CT246.5.1;1600;01-feb-11;CT246.5;1;Sen.arg;Sen.arg;1;12;13
CT246.5.2;1600;01-feb-11;CT246.5;2;Sen.arg;Sen.arg;3;19;22
CT246.5.3;1600;01-feb-11;CT246.5;3;Sen.arg;Sen.arg;3;8;11
CT246.5.4;1600;01-feb-11;CT246.5;4;Sen.arg;Sen.arg;2;11;13
CT246.5.4;1600;01-feb-11;CT246.5;4;Sen.arg;Qui.chi;0;1;1
CT246.5.5;1600;01-feb-11;CT246.5;5;Sen.arg;Sen.arg;0;2;2
CT246.5.6;1600;01-feb-11;CT246.5;6;Sen.arg;Sen.arg;1;1;2
CT246.5.7;1600;01-feb-11;CT246.5;7;Sen.arg;Sen.arg;0;2;2
CT247.1.1;1600;01-feb-11;CT247.1;1;Per.bel;Per.bel;2;5;7
CT247.1.1;1600;01-feb-11;CT247.1;1;Per.bel;Azo.mon;0;1;1
CT247.1.2;1600;01-feb-11;CT247.1;2;Per.bel;Per.bel;2;2;4
CT247.1.2;1600;01-feb-11;CT247.1;2;Per.bel;Sen.arg;0;1;1
CT247.1.3;1600;01-feb-11;CT247.1;3;Per.bel;Per.bel;1;4;5
CT247.1.3;1600;01-feb-11;CT247.1;3;Per.bel;Azo.mon;0;1;1
CT247.1.3;1600;01-feb-11;CT247.1;3;Per.bel;Sen.arg;0;1;1
CT247.1.4;1600;01-feb-11;CT247.1;4;Per.bel;Per.bel;0;2;2
CT247.2.1;1600;01-feb-11;CT247.2;1;Per.bel;Per.bel;12;2;14
CT247.2.1;1600;01-feb-11;CT247.2;1;Per.bel;Azo.mon;0;2;2
CT247.2.2;1600;01-feb-11;CT247.2;2;Per.bel;Per.bel;5;7;12
CT247.2.3;1600;01-feb-11;CT247.2;3;Per.bel;Per.bel;1;2;3
CT247.2.3;1600;01-feb-11;CT247.2;3;Per.bel;Sen.arg;1;0;1
CT247.3.1;1600;01-feb-11;CT247.3;1;Per.bel;Per.bel;9;17;26
