code;altitude;date;plant;stigma;receptor;donor;germ;non.germ;total
CT1.1.1;2000;17-dic-11;CT1.1;1;Cer.arv;Cer.arv;18;56;74
CT1.2.2;2000;17-dic-11;CT1.2;2;Cer.arv;Cer.arv;2;7;9
CT1.3.3;2000;17-dic-11;CT1.3;3;Cer.arv;Cer.arv;22;23;45
CT1.4.4;2000;17-dic-11;CT1.4;4;Cer.arv;Cer.arv;33;81;114
CT1.4.4;2000;17-dic-11;CT1.4;4;Cer.arv;Nas.pyg;0;3;3
CT1.5.5;2000;17-dic-11;CT1.5;5;Cer.arv;Cer.arv;62;71;133
CT1.5.5;2000;17-dic-11;CT1.5;5;Cer.arv;Nas.pyg;0;1;1
CT1.5.5;2000;17-dic-11;CT1.5;5;Cer.arv;Dis.nan;0;1;1
CT1.6.6;2000;17-dic-11;CT1.6;6;Cer.arv;Cer.arv;25;170;195
CT1.6.6;2000;17-dic-11;CT1.6;6;Cer.arv;Nas.pyg;0;2;2
CT1.7.7;2000;17-dic-11;CT1.7;7;Cer.arv;Cer.arv;33;86;119
CT1.7.7;2000;17-dic-11;CT1.7;7;Cer.arv;Nas.pyg;0;4;4
CT1.8.8;2000;17-dic-11;CT1.8;8;Cer.arv;Cer.arv;21;27;48
CT1.8.8;2000;17-dic-11;CT1.8;8;Cer.arv;Ore.gla;0;2;2
CT1.8.8;2000;17-dic-11;CT1.8;8;Cer.arv;Nas.pyg;0;1;1
CT1.9.9;2000;17-dic-11;CT1.9;9;Cer.arv;Cer.arv;31;9;40
CT1.10.10;2000;17-dic-11;CT1.10;10;Cer.arv;Cer.arv;26;14;40
CT1.11.11;2000;17-dic-11;CT1.11;11;Cer.arv;Cer.arv;41;51;92
CT1.12.12;2000;17-dic-11;CT1.12;12;Cer.arv;Cer.arv;2;8;10
CT1.13.13;2000;17-dic-11;CT1.13;13;Cer.arv;Cer.arv;4;1;5
CT1.14.14;2000;17-dic-11;CT1.14;14;Cer.arv;Cer.arv;1;0;1
CT1.15.15;2000;17-dic-11;CT1.15;15;Cer.arv;Cer.arv;31;6;37
CT1.16.16;2000;17-dic-11;CT1.16;16;Cer.arv;Cer.arv;73;145;218
CT2.1.1;2000;17-dic-11;CT2.1;1;Dra.gil;Dra.gil;27;17;44
CT2.2.2;2000;17-dic-11;CT2.2;2;Dra.gil;Dra.gil;37;19;56
CT2.3.3;2000;17-dic-11;CT2.3;3;Dra.gil;Dra.gil;17;7;24
CT2.4.4;2000;17-dic-11;CT2.4;4;Dra.gil;Dra.gil;1;1;2
CT2.5.5;2000;17-dic-11;CT2.5;5;Dra.gil;Dra.gil;0;10;10
CT2.6.6;2000;17-dic-11;CT2.6;6;Dra.gil;Dra.gil;31;16;47
CT2.7.7;2000;17-dic-11;CT2.7;7;Dra.gil;Dra.gil;0;2;2
CT2.8.8;2000;17-dic-11;CT2.8;8;Dra.gil;Dra.gil;0;0;0
CT2.9.9;2000;17-dic-11;CT2.9;9;Dra.gil;Dra.gil;44;31;75
CT2.9.9;2000;17-dic-11;CT2.9;9;Dra.gil;Nas.pyg;0;10;10
CT2.10.10;2000;17-dic-11;CT2.10;10;Dra.gil;Dra.gil;57;29;86
CT2.10.10;2000;17-dic-11;CT2.10;10;Dra.gil;Nas.pyg;0;10;10
CT2.11.11;2000;17-dic-11;CT2.11;11;Dra.gil;Dra.gil;0;62;62
CT2.12.12;2000;17-dic-11;CT2.12;12;Dra.gil;Dra.gil;26;10;36
CT2.13.13;2000;17-dic-11;CT2.13;13;Dra.gil;Dra.gil;45;40;85
CT2.13.13;2000;17-dic-11;CT2.13;13;Dra.gil;Nas.pyg;0;10;10
CT2.14.14;2000;17-dic-11;CT2.14;14;Dra.gil;Dra.gil;10;97;107
CT2.15.15;2000;17-dic-11;CT2.15;15;Dra.gil;Dra.gil;62;13;75
CT2.16.16;2000;17-dic-11;CT2.16;16;Dra.gil;Dra.gil;30;44;74
CT2.16.16;2000;17-dic-11;CT2.16;16;Dra.gil;Uni.unk;0;1;1
CT2.17.17;2000;17-dic-11;CT2.17;17;Dra.gil;Dra.gil;54;25;79
CT2.18.18;2000;17-dic-11;CT2.18;18;Dra.gil;Dra.gil;27;24;51
CT2.19.19;2000;17-dic-11;CT2.19;19;Dra.gil;Dra.gil;0;1;1
CT2.20.20;2000;17-dic-11;CT2.20;20;Dra.gil;Dra.gil;14;11;25
CT3M1.1.1;2000;17-dic-11;CT3M1.1;1;Oxa.ery;Oxa.ery;0;3;3
CT3M1.2.2;2000;17-dic-11;CT3M1.2;2;Oxa.ery;Oxa.ery;8;7;15
CT3M1.3.3;2000;17-dic-11;CT3M1.3;3;Oxa.ery;Oxa.ery;0;4;4
CT3M1.4.4;2000;17-dic-11;CT3M1.4;4;Oxa.ery;Oxa.ery;2;12;14
CT3M1.5.5;2000;17-dic-11;CT3M1.5;5;Oxa.ery;Oxa.ery;1;10;11
CT3M1.6.6;2000;17-dic-11;CT3M1.6;6;Oxa.ery;Oxa.ery;0;3;3
CT3M1.7.7;2000;17-dic-11;CT3M1.7;7;Oxa.ery;Oxa.ery;0;2;2
CT3M1.8.8;2000;17-dic-11;CT3M1.8;8;Oxa.ery;Oxa.ery;3;7;10
CT3M1.9.9;2000;17-dic-11;CT3M1.9;9;Oxa.ery;Oxa.ery;14;21;35
CT3M1.10.10;2000;17-dic-11;CT3M1.10;10;Oxa.ery;Oxa.ery;12;15;27
CT3M2.1.1;2000;17-dic-11;CT3M2.1;1;Oxa.ery;Oxa.ery;9;14;23
CT3M2.2.2;2000;17-dic-11;CT3M2.2;2;Oxa.ery;Oxa.ery;11;37;48
CT3M2.3.3;2000;17-dic-11;CT3M2.3;3;Oxa.ery;Oxa.ery;21;12;33
CT3M2.4.4;2000;17-dic-11;CT3M2.4;4;Oxa.ery;Oxa.ery;60;25;85
CT3M2.5.5;2000;17-dic-11;CT3M2.5;5;Oxa.ery;Oxa.ery;1;5;6
CT3M2.6.6;2000;17-dic-11;CT3M2.6;6;Oxa.ery;Oxa.ery;57;20;77
CT3M2.7.7;2000;17-dic-11;CT3M2.7;7;Oxa.ery;Oxa.ery;11;26;37
CT3M2.8.8;2000;17-dic-11;CT3M2.8;8;Oxa.ery;Oxa.ery;5;13;18
CT3M2.9.9;2000;17-dic-11;CT3M2.9;9;Oxa.ery;Oxa.ery;14;17;31
CT3M2.10.10;2000;17-dic-11;CT3M2.10;10;Oxa.ery;Oxa.ery;13;18;31
CT3M2.11.11;2000;17-dic-11;CT3M2.11;11;Oxa.ery;Oxa.ery;14;12;26
CT3M2.12.12;2000;17-dic-11;CT3M2.12;12;Oxa.ery;Oxa.ery;0;3;3
CT3M2.13.13;2000;17-dic-11;CT3M2.13;13;Oxa.ery;Oxa.ery;0;6;6
CT3M2.14.14;2000;17-dic-11;CT3M2.14;14;Oxa.ery;Oxa.ery;18;26;44
CT3M2.15.15;2000;17-dic-11;CT3M2.15;15;Oxa.ery;Oxa.ery;10;28;38
CT3M2.16.16;2000;17-dic-11;CT3M2.16;16;Oxa.ery;Oxa.ery;46;37;83
CT3M2.17.17;2000;17-dic-11;CT3M2.17;17;Oxa.ery;Oxa.ery;11;15;26
CT3M2.18.18;2000;17-dic-11;CT3M2.18;18;Oxa.ery;Oxa.ery;5;6;11
CT4M2.1.1;1800;20-dic-11;CT4M2.1;1;Ore.gla;Ore.gla;5;7;12
CT4M2.1.2;1800;20-dic-11;CT4M2.1;2;Ore.gla;Ore.gla;1;1;2
CT4M2.1.3;1800;20-dic-11;CT4M2.1;3;Ore.gla;Ore.gla;0;1;1
CT4M2.1.4;1800;20-dic-11;CT4M2.1;4;Ore.gla;Ore.gla;0;3;3
CT4M2.1.5;1800;20-dic-11;CT4M2.1;5;Ore.gla;Ore.gla;2;1;3
CT4M2.2.1;1800;20-dic-11;CT4M2.2;1;Ore.gla;Ore.gla;1;2;3
CT4M2.2.2;1800;20-dic-11;CT4M2.2;2;Ore.gla;Ore.gla;0;0;0
CT4M2.2.3;1800;20-dic-11;CT4M2.2;3;Ore.gla;Ore.gla;0;7;7
CT4M2.2.4;1800;20-dic-11;CT4M2.2;4;Ore.gla;Ore.gla;0;1;1
CT4M2.2.5;1800;20-dic-11;CT4M2.2;5;Ore.gla;Ore.gla;0;0;0
CT4M2.3.1;1800;20-dic-11;CT4M2.3;1;Ore.gla;Ore.gla;2;0;2
CT4M2.3.2;1800;20-dic-11;CT4M2.3;2;Ore.gla;Ore.gla;0;1;1
CT4M2.3.3;1800;20-dic-11;CT4M2.3;3;Ore.gla;Ore.gla;0;1;1
CT4M2.3.4;1800;20-dic-11;CT4M2.3;4;Ore.gla;Ore.gla;0;3;3
CT4M2.3.5;1800;20-dic-11;CT4M2.3;5;Ore.gla;Ore.gla;6;9;15
CT4M2.4.1;1800;20-dic-11;CT4M2.4;1;Ore.gla;Ore.gla;0;4;4
CT4M2.4.2;1800;20-dic-11;CT4M2.4;2;Ore.gla;Ore.gla;4;2;6
CT4M2.4.3;1800;20-dic-11;CT4M2.4;3;Ore.gla;Ore.gla;0;0;0
CT4M2.4.4;1800;20-dic-11;CT4M2.4;4;Ore.gla;Ore.gla;4;0;4
CT4M2.4.4;1800;20-dic-11;CT4M2.4;4;Ore.gla;Ger.ses;0;1;1
CT4M2.4.5;1800;20-dic-11;CT4M2.4;5;Ore.gla;Ore.gla;0;1;1
CT4M2.5.1;1800;20-dic-11;CT4M2.5;1;Ore.gla;Ore.gla;1;4;5
CT4M2.5.2;1800;20-dic-11;CT4M2.5;2;Ore.gla;Ore.gla;0;4;4
CT4M2.5.3;1800;20-dic-11;CT4M2.5;3;Ore.gla;Ore.gla;0;0;0
CT4M2.5.4;1800;20-dic-11;CT4M2.5;4;Ore.gla;Ore.gla;0;0;0
CT4M1.1.1;1800;20-dic-11;CT4M1.1;1;Ore.gla;Ore.gla;45;60;105
CT4M1.1.2;1800;20-dic-11;CT4M1.1;2;Ore.gla;Ore.gla;60;75;135
CT4M1.1.3;1800;20-dic-11;CT4M1.1;3;Ore.gla;Ore.gla;33;64;97
CT4M1.1.4;1800;20-dic-11;CT4M1.1;4;Ore.gla;Ore.gla;52;30;82
CT4M1.2.1;1800;20-dic-11;CT4M1.2;1;Ore.gla;Ore.gla;42;47;89
CT4M1.2.2;1800;20-dic-11;CT4M1.2;2;Ore.gla;Ore.gla;25;34;59
CT4M1.2.3;1800;20-dic-11;CT4M1.2;3;Ore.gla;Ore.gla;20;30;50
CT4M1.3.1;1800;20-dic-11;CT4M1.3;1;Ore.gla;Ore.gla;3;8;11
CT4M1.3.2;1800;20-dic-11;CT4M1.3;2;Ore.gla;Ore.gla;30;91;121
CT4M1.3.3;1800;20-dic-11;CT4M1.3;3;Ore.gla;Ore.gla;52;78;130
CT4M1.3.4;1800;20-dic-11;CT4M1.3;4;Ore.gla;Ore.gla;38;69;107
CT4M1.4.1;1800;20-dic-11;CT4M1.4;1;Ore.gla;Ore.gla;0;0;0
CT4M1.4.2;1800;20-dic-11;CT4M1.4;2;Ore.gla;Ore.gla;6;8;14
CT4M1.4.3;1800;20-dic-11;CT4M1.4;3;Ore.gla;Ore.gla;6;5;11
CT4M1.5.1;1800;20-dic-11;CT4M1.5;1;Ore.gla;Ore.gla;13;15;28
CT4M1.5.2;1800;20-dic-11;CT4M1.5;2;Ore.gla;Ore.gla;6;13;19
CT4M1.5.3;1800;20-dic-11;CT4M1.5;3;Ore.gla;Ore.gla;42;54;96
CT4M1.5.4;1800;20-dic-11;CT4M1.5;4;Ore.gla;Ore.gla;28;44;72
CT5.1.1;1800;20-dic-11;CT5.1;1;Cer.arv;Cer.arv;18;44;62
CT5.1.2;1800;20-dic-11;CT5.1;2;Cer.arv;Cer.arv;33;35;68
CT5.1.3;1800;20-dic-11;CT5.1;3;Cer.arv;Cer.arv;17;53;70
CT5.1.4;1800;20-dic-11;CT5.1;4;Cer.arv;Cer.arv;2;14;16
CT5.2.1;1800;20-dic-11;CT5.2;1;Cer.arv;Cer.arv;92;20;112
CT5.2.2;1800;20-dic-11;CT5.2;2;Cer.arv;Cer.arv;14;17;31
CT5.2.2;1800;20-dic-11;CT5.2;2;Cer.arv;Ore.gla;0;5;5
CT5.2.3;1800;20-dic-11;CT5.2;3;Cer.arv;Cer.arv;30;21;51
CT5.2.4;1800;20-dic-11;CT5.2;4;Cer.arv;Cer.arv;33;45;78
CT5.2.5;1800;20-dic-11;CT5.2;5;Cer.arv;Cer.arv;79;50;129
CT5.3.1;1800;20-dic-11;CT5.3;1;Cer.arv;Cer.arv;1;4;5
CT5.3.1;1800;20-dic-11;CT5.3;1;Cer.arv;Gau.pum;0;2;2
CT5.3.2;1800;20-dic-11;CT5.3;2;Cer.arv;Cer.arv;0;2;2
CT5.3.3;1800;20-dic-11;CT5.3;3;Cer.arv;Cer.arv;0;1;1
CT5.4.1;1800;20-dic-11;CT5.4;1;Cer.arv;Cer.arv;9;44;53
CT5.4.1;1800;20-dic-11;CT5.4;1;Cer.arv;Ore.gla;0;3;3
CT5.4.2;1800;20-dic-11;CT5.4;2;Cer.arv;Cer.arv;0;2;2
CT5.5.1;1800;20-dic-11;CT5.5;1;Cer.arv;Cer.arv;4;10;14
CT5.6.1;1800;20-dic-11;CT5.6;1;Cer.arv;Cer.arv;3;11;14
CT5.6.2;1800;20-dic-11;CT5.6;2;Cer.arv;Cer.arv;21;27;48
CT5.6.2;1800;20-dic-11;CT5.6;2;Cer.arv;Ore.gla;0;1;1
CT5.6.3;1800;20-dic-11;CT5.6;3;Cer.arv;Cer.arv;7;13;20
CT5.7.1;1800;20-dic-11;CT5.7;1;Cer.arv;Cer.arv;10;67;77
CT5.7.1;1800;20-dic-11;CT5.7;1;Cer.arv;Ore.gla;0;1;1
CT5.7.1;1800;20-dic-11;CT5.7;1;Cer.arv;Dis.nan;0;1;1
CT5.7.2;1800;20-dic-11;CT5.7;2;Cer.arv;Cer.arv;6;61;67
CT5.7.2;1800;20-dic-11;CT5.7;2;Cer.arv;Uni.unk;0;2;2
CT5.7.3;1800;20-dic-11;CT5.7;3;Cer.arv;Cer.arv;7;52;59
CT5.7.3;1800;20-dic-11;CT5.7;3;Cer.arv;Dis.nan;0;2;2
CT5.7.3;1800;20-dic-11;CT5.7;3;Cer.arv;Gau.pum;0;1;1
CT5.8.1;1800;20-dic-11;CT5.8;1;Cer.arv;Cer.arv;2;14;16
CT5.8.2;1800;20-dic-11;CT5.8;2;Cer.arv;Cer.arv;0;13;13
CT5.9.1;1800;20-dic-11;CT5.9;1;Cer.arv;Cer.arv;0;5;5
CT5.9.2;1800;20-dic-11;CT5.9;2;Cer.arv;Cer.arv;6;23;29
CT6.1.1;1800;20-dic-11;CT6.1;1;Ger.ses;Ger.ses;0;5;5
CT6.2.2;1800;20-dic-11;CT6.2;2;Ger.ses;Ger.ses;9;19;28
CT6.3.3;1800;20-dic-11;CT6.3;3;Ger.ses;Ger.ses;7;3;10
CT6.4.4;1800;20-dic-11;CT6.4;4;Ger.ses;Ger.ses;2;12;14
CT6.5.5;1800;20-dic-11;CT6.5;5;Ger.ses;Ger.ses;2;0;2
CT6.6.6;1800;20-dic-11;CT6.6;6;Ger.ses;Ger.ses;16;26;42
CT6.7.7;1800;20-dic-11;CT6.7;7;Ger.ses;Ger.ses;7;10;17
CT6.8.8;1800;20-dic-11;CT6.8;8;Ger.ses;Ger.ses;24;14;38
CT6.9.9;1800;20-dic-11;CT6.9;9;Ger.ses;Ger.ses;0;2;2
CT6.10.10;1800;20-dic-11;CT6.10;10;Ger.ses;Ger.ses;11;18;29
CT6.11.11;1800;20-dic-11;CT6.11;11;Ger.ses;Ger.ses;0;15;15
CT6.12.12;1800;20-dic-11;CT6.12;12;Ger.ses;Ger.ses;12;32;44
CT6.13.13;1800;20-dic-11;CT6.13;13;Ger.ses;Ger.ses;4;16;20
CT6.14.14;1800;20-dic-11;CT6.14;14;Ger.ses;Ger.ses;22;35;57
CT6.15.15;1800;20-dic-11;CT6.15;15;Ger.ses;Ger.ses;10;54;64
CT6.16.16;1800;20-dic-11;CT6.16;16;Ger.ses;Ger.ses;3;2;5
CT6.17.17;1800;20-dic-11;CT6.17;17;Ger.ses;Ger.ses;1;1;2
CT6.18.18;1800;20-dic-11;CT6.18;18;Ger.ses;Ger.ses;7;25;32
CT6.19.19;1800;20-dic-11;CT6.19;19;Ger.ses;Ger.ses;8;15;23
CT6.20.20;1800;20-dic-11;CT6.20;20;Ger.ses;Ger.ses;1;3;4
CT6.21.21;1800;20-dic-11;CT6.21;21;Ger.ses;Ger.ses;4;19;23
CT7.1.1;1800;20-dic-11;CT7.1;1;Ane.mul;Ane.mul;26;5;31
CT7.1.2;1800;20-dic-11;CT7.1;2;Ane.mul;Ane.mul;26;2;28
CT7.1.3;1800;20-dic-11;CT7.1;3;Ane.mul;Ane.mul;20;2;22
CT7.1.4;1800;20-dic-11;CT7.1;4;Ane.mul;Ane.mul;18;2;20
CT7.1.5;1800;20-dic-11;CT7.1;5;Ane.mul;Ane.mul;13;2;15
CT7.1.6;1800;20-dic-11;CT7.1;6;Ane.mul;Ane.mul;0;4;4
CT7.1.7;1800;20-dic-11;CT7.1;7;Ane.mul;Ane.mul;16;4;20
CT7.1.8;1800;20-dic-11;CT7.1;8;Ane.mul;Ane.mul;11;3;14
CT7.1.9;1800;20-dic-11;CT7.1;9;Ane.mul;Ane.mul;7;1;8
CT7.2.1;1800;20-dic-11;CT7.2;1;Ane.mul;Ane.mul;15;0;15
CT7.2.2;1800;20-dic-11;CT7.2;2;Ane.mul;Ane.mul;21;0;21
CT7.2.3;1800;20-dic-11;CT7.2;3;Ane.mul;Ane.mul;14;0;14
CT7.2.4;1800;20-dic-11;CT7.2;4;Ane.mul;Ane.mul;11;6;17
CT7.2.5;1800;20-dic-11;CT7.2;5;Ane.mul;Ane.mul;13;2;15
CT7.2.6;1800;20-dic-11;CT7.2;6;Ane.mul;Ane.mul;16;2;18
CT7.2.7;1800;20-dic-11;CT7.2;7;Ane.mul;Ane.mul;24;8;32
CT7.2.8;1800;20-dic-11;CT7.2;8;Ane.mul;Ane.mul;16;2;18
CT7.2.9;1800;20-dic-11;CT7.2;9;Ane.mul;Ane.mul;4;0;4
CT7.3.1;1800;20-dic-11;CT7.3;1;Ane.mul;Ane.mul;14;9;23
CT7.3.2;1800;20-dic-11;CT7.3;2;Ane.mul;Ane.mul;13;3;16
CT7.3.3;1800;20-dic-11;CT7.3;3;Ane.mul;Ane.mul;21;3;24
CT7.3.4;1800;20-dic-11;CT7.3;4;Ane.mul;Ane.mul;11;3;14
CT7.3.5;1800;20-dic-11;CT7.3;5;Ane.mul;Ane.mul;9;1;10
CT7.3.6;1800;20-dic-11;CT7.3;6;Ane.mul;Ane.mul;18;5;23
CT7.3.7;1800;20-dic-11;CT7.3;7;Ane.mul;Ane.mul;10;3;13
CT7.3.8;1800;20-dic-11;CT7.3;8;Ane.mul;Ane.mul;13;2;15
CT7.3.9;1800;20-dic-11;CT7.3;9;Ane.mul;Ane.mul;8;0;8
CT7.4.1;1800;20-dic-11;CT7.4;1;Ane.mul;Ane.mul;7;5;12
CT7.4.2;1800;20-dic-11;CT7.4;2;Ane.mul;Ane.mul;7;0;7
CT7.4.3;1800;20-dic-11;CT7.4;3;Ane.mul;Ane.mul;3;3;6
CT7.4.4;1800;20-dic-11;CT7.4;4;Ane.mul;Ane.mul;2;6;8
CT7.4.5;1800;20-dic-11;CT7.4;5;Ane.mul;Ane.mul;7;2;9
CT7.4.6;1800;20-dic-11;CT7.4;6;Ane.mul;Ane.mul;1;0;1
CT7.4.7;1800;20-dic-11;CT7.4;7;Ane.mul;Ane.mul;16;2;18
CT7.4.8;1800;20-dic-11;CT7.4;8;Ane.mul;Ane.mul;1;2;3
CT7.4.9;1800;20-dic-11;CT7.4;9;Ane.mul;Ane.mul;14;1;15
CT7.5.1;1800;20-dic-11;CT7.5;1;Ane.mul;Ane.mul;8;2;10
CT7.5.2;1800;20-dic-11;CT7.5;2;Ane.mul;Ane.mul;4;2;6
CT7.5.3;1800;20-dic-11;CT7.5;3;Ane.mul;Ane.mul;21;3;24
CT7.5.4;1800;20-dic-11;CT7.5;4;Ane.mul;Ane.mul;8;0;8
CT7.5.5;1800;20-dic-11;CT7.5;5;Ane.mul;Ane.mul;7;2;9
CT7.5.6;1800;20-dic-11;CT7.5;6;Ane.mul;Ane.mul;1;8;9
CT7.5.7;1800;20-dic-11;CT7.5;7;Ane.mul;Ane.mul;5;0;5
CT7.5.8;1800;20-dic-11;CT7.5;8;Ane.mul;Ane.mul;2;1;3
CT7.5.9;1800;20-dic-11;CT7.5;9;Ane.mul;Ane.mul;6;8;14
CT7.5.10;1800;20-dic-11;CT7.5;10;Ane.mul;Ane.mul;2;3;5
CT7.6.1;1800;20-dic-11;CT7.6;1;Ane.mul;Ane.mul;9;1;10
CT7.6.2;1800;20-dic-11;CT7.6;2;Ane.mul;Ane.mul;11;0;11
CT7.6.3;1800;20-dic-11;CT7.6;3;Ane.mul;Ane.mul;22;1;23
CT7.6.4;1800;20-dic-11;CT7.6;4;Ane.mul;Ane.mul;16;5;21
CT7.6.5;1800;20-dic-11;CT7.6;5;Ane.mul;Ane.mul;13;6;19
CT7.6.6;1800;20-dic-11;CT7.6;6;Ane.mul;Ane.mul;22;7;29
CT7.6.7;1800;20-dic-11;CT7.6;7;Ane.mul;Ane.mul;5;0;5
CT7.6.8;1800;20-dic-11;CT7.6;8;Ane.mul;Ane.mul;8;2;10
CT7.6.9;1800;20-dic-11;CT7.6;9;Ane.mul;Ane.mul;4;4;8
CT7.6.10;1800;20-dic-11;CT7.6;10;Ane.mul;Ane.mul;13;6;19
CT7.7.1;1800;20-dic-11;CT7.7;1;Ane.mul;Ane.mul;20;2;22
CT7.7.2;1800;20-dic-11;CT7.7;2;Ane.mul;Ane.mul;5;4;9
CT7.7.3;1800;20-dic-11;CT7.7;3;Ane.mul;Ane.mul;20;5;25
CT7.7.4;1800;20-dic-11;CT7.7;4;Ane.mul;Ane.mul;17;0;17
CT7.7.5;1800;20-dic-11;CT7.7;5;Ane.mul;Ane.mul;5;1;6
CT7.7.6;1800;20-dic-11;CT7.7;6;Ane.mul;Ane.mul;5;0;5
CT7.7.7;1800;20-dic-11;CT7.7;7;Ane.mul;Ane.mul;13;2;15
CT7.7.8;1800;20-dic-11;CT7.7;8;Ane.mul;Ane.mul;8;4;12
CT7.7.9;1800;20-dic-11;CT7.7;9;Ane.mul;Ane.mul;7;3;10
CT7.7.10;1800;20-dic-11;CT7.7;10;Ane.mul;Ane.mul;6;0;6
CT7.8.1;1800;20-dic-11;CT7.8;1;Ane.mul;Ane.mul;12;7;19
CT7.8.2;1800;20-dic-11;CT7.8;2;Ane.mul;Ane.mul;15;5;20
CT7.8.3;1800;20-dic-11;CT7.8;3;Ane.mul;Ane.mul;7;5;12
CT7.8.4;1800;20-dic-11;CT7.8;4;Ane.mul;Ane.mul;2;9;11
CT7.8.5;1800;20-dic-11;CT7.8;5;Ane.mul;Ane.mul;22;10;32
CT7.8.6;1800;20-dic-11;CT7.8;6;Ane.mul;Ane.mul;6;4;10
CT7.8.7;1800;20-dic-11;CT7.8;7;Ane.mul;Ane.mul;12;4;16
CT7.8.8;1800;20-dic-11;CT7.8;8;Ane.mul;Ane.mul;9;4;13
CT7.8.9;1800;20-dic-11;CT7.8;9;Ane.mul;Ane.mul;5;4;9
CT7.8.10;1800;20-dic-11;CT7.8;10;Ane.mul;Ane.mul;9;3;12
CT8M1.1.1;1600;20-dic-11;CT8M1.1;1;Ore.gla;Ore.gla;0;1;1
CT8M1.1.2;1600;20-dic-11;CT8M1.1;2;Ore.gla;Ore.gla;0;0;0
CT8M1.1.3;1600;20-dic-11;CT8M1.1;3;Ore.gla;Ore.gla;0;0;0
CT8M1.1.4;1600;20-dic-11;CT8M1.1;4;Ore.gla;Ore.gla;0;0;0
CT8M1.2.1;1600;20-dic-11;CT8M1.2;1;Ore.gla;Ore.gla;1;0;1
CT8M1.2.2;1600;20-dic-11;CT8M1.2;2;Ore.gla;Ore.gla;0;0;0
CT8M1.2.3;1600;20-dic-11;CT8M1.2;3;Ore.gla;Ore.gla;0;0;0
CT8M1.2.4;1600;20-dic-11;CT8M1.2;4;Ore.gla;Ore.gla;0;0;0
CT8M1.3.1;1600;20-dic-11;CT8M1.3;1;Ore.gla;Ore.gla;2;1;3
CT8M1.3.2;1600;20-dic-11;CT8M1.3;2;Ore.gla;Ore.gla;8;6;14
CT8M1.3.3;1600;20-dic-11;CT8M1.3;3;Ore.gla;Ore.gla;0;1;1
CT8M1.3.4;1600;20-dic-11;CT8M1.3;4;Ore.gla;Ore.gla;8;7;15
CT8M1.4.1;1600;20-dic-11;CT8M1.4;1;Ore.gla;Ore.gla;14;14;28
CT8M1.4.2;1600;20-dic-11;CT8M1.4;2;Ore.gla;Ore.gla;43;25;68
CT8M1.4.3;1600;20-dic-11;CT8M1.4;3;Ore.gla;Ore.gla;33;36;69
CT8M1.4.4;1600;20-dic-11;CT8M1.4;4;Ore.gla;Ore.gla;28;22;50
CT8M1.5.1;1600;20-dic-11;CT8M1.5;1;Ore.gla;Ore.gla;12;8;20
CT8M1.5.2;1600;20-dic-11;CT8M1.5;2;Ore.gla;Ore.gla;29;8;37
CT8M2.1.1;1600;20-dic-11;CT8M2.1;1;Ore.gla;Ore.gla;0;0;0
CT8M2.1.2;1600;20-dic-11;CT8M2.1;2;Ore.gla;Ore.gla;0;1;1
CT8M2.1.3;1600;20-dic-11;CT8M2.1;3;Ore.gla;Ore.gla;0;1;1
CT8M2.1.4;1600;20-dic-11;CT8M2.1;4;Ore.gla;Ore.gla;0;1;1
CT8M2.2.1;1600;20-dic-11;CT8M2.2;1;Ore.gla;Ore.gla;0;0;0
CT8M2.2.2;1600;20-dic-11;CT8M2.2;2;Ore.gla;Ore.gla;0;0;0
CT8M2.2.3;1600;20-dic-11;CT8M2.2;3;Ore.gla;Ore.gla;1;3;4
CT8M2.2.3;1600;20-dic-11;CT8M2.2;3;Ore.gla;Gau.pum;0;1;1
CT8M2.2.4;1600;20-dic-11;CT8M2.2;4;Ore.gla;Ore.gla;0;0;0
CT8M2.3.1;1600;20-dic-11;CT8M2.3;1;Ore.gla;Ore.gla;1;0;1
CT8M2.3.1;1600;20-dic-11;CT8M2.3;1;Ore.gla;Gau.pum;0;1;1
CT8M2.3.2;1600;20-dic-11;CT8M2.3;2;Ore.gla;Ore.gla;0;0;0
CT8M2.3.3;1600;20-dic-11;CT8M2.3;3;Ore.gla;Ore.gla;0;0;0
CT8M2.4.1;1600;20-dic-11;CT8M2.4;1;Ore.gla;Ore.gla;1;0;1
CT8M2.4.1;1600;20-dic-11;CT8M2.4;1;Ore.gla;Uni.unk;0;1;1
CT8M2.4.2;1600;20-dic-11;CT8M2.4;2;Ore.gla;Ore.gla;1;1;2
CT8M2.4.3;1600;20-dic-11;CT8M2.4;3;Ore.gla;Ore.gla;0;0;0
CT8M2.4.4;1600;20-dic-11;CT8M2.4;4;Ore.gla;Ore.gla;0;0;0
CT8M2.5.1;1600;20-dic-11;CT8M2.5;1;Ore.gla;Ore.gla;0;0;0
CT8M2.5.2;1600;20-dic-11;CT8M2.5;2;Ore.gla;Ore.gla;0;0;0
CT8M2.5.3;1600;20-dic-11;CT8M2.5;3;Ore.gla;Ore.gla;2;4;6
CT8M2.5.3;1600;20-dic-11;CT8M2.5;3;Ore.gla;Gau.pum;0;1;1
CT8M2.5.4;1600;20-dic-11;CT8M2.5;4;Ore.gla;Ore.gla;1;0;1
CT10.1.1;1600;20-dic-11;CT10.1;1;Gau.pum;Gau.pum;0;2;2
CT10.2.1;1600;20-dic-11;CT10.2;1;Gau.pum;Gau.pum;3;2;5
